run_id,case_id,scenario_id,attack_profile_id,teardown_completed,redeploy_completed,same_topology_instantiated,effective_inventory_recorded,validation_gate_passed,segmentation_verified,sensor_liveness_verified,time_reference_coherent,plc_scada_reachable,attack_profile_executed,attack_technique_recorded,ground_truth_available,alert_observed,trigger_alert_bound,trigger_inside_attack_window,alert_to_profile_mapping_recorded,raw_alert_preserved,memory_first_when_enabled,acquisition_order_valid,manifest_present,manifest_verified,custody_chain_present,custody_chain_verified,primary_derived_separation_verified,case_sealed,timeline_generated,derived_outputs_recorded,cross_layer_findings_available,fsr_invariants_stable,cpr_stable,edge_state_pattern_stable,comparison_family_match,accepted_for_scientific_aggregate,exclusion_reason,aggregate
run_17,case-f4c0ebb8,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_18,case-b589e6ca,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_19,case-cf5b3c0f,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_20,case-9414ebb2,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_21,case-18995bf6,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_22,case-5a1166af,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_23,case-54fec75c,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_24,case-c3b21a31,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_25,case-cdd4f9fa,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_26,case-a7742447,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_27,case-a81b135c,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_28,case-a0c098fc,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_29,case-e4ee21c5,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_30,case-dbe63124,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_31,case-0376b413,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_32,case-6bed2618,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_33,case-55569084,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_34,case-b924680b,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_35,case-bc50bdc5,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_36,case-aec95891,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_37,case-fad5f3b1,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_38,case-4aca605e,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_39,case-97ba3a63,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_40,case-d998f2f3,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_41,case-cf84e58b,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_42,case-77c36013,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_43,case-37aa2a91,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_44,case-903d9084,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_45,case-8e390ced,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_46,case-6ae1a582,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_47,case-cac2b2fd,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_48,case-9f5d1e5e,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_49,case-2819eb68,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_50,case-9b96bbc4,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_51,case-31eb045a,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_52,case-6ce597ba,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_53,case-3e108bbb,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_54,case-83252619,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_55,case-916fc11d,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_56,case-2a8c5ce3,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_57,case-141bf797,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_58,case-32000bce,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_59,case-93862d36,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_60,case-babc1800,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_61,case-9148f538,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_62,case-d6bdc867,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_63,case-bae41652,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_64,case-e1c58dcd,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_65,case-00106bd7,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_66,case-3addd4cc,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_67,case-bfa0e48f,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_68,case-a1a01259,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_69,case-9d1f940e,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_70,case-9f9b5c30,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_71,case-899cf657,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_72,case-cfa4872f,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_73,case-7327dad1,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_74,case-0c919ca3,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_75,case-80af746e,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_76,case-cb43f48c,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_77,case-a54cf3b0,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_78,case-f258266b,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_79,case-fbf90c48,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_80,case-e85ff25b,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_81,case-df8b8c91,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_82,case-4a29cf39,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_83,case-56da68e9,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_84,case-53b49d60,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_85,case-a4e95a6d,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,True,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
run_86,case-3d066d9a,scn-b83dbbfb,T0831_MANIPULATION_OF_CONTROL_MODBUS,not_applicable,not_applicable,True,True,True,False,True,True,True,True,True,True,True,True,missing_from_existing_reports,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,missing_from_existing_reports,True,missing_from_existing_reports,
